No.,Time,Source,Destination,Protocol,Length,Info
19968,595.592049,fe80::fe3f:dbff:febc:c935,ff02::fb,MDNS,1410,"Standard query response 0x0000 TXT, cache flush TXT, cache flush SRV, cache flush 0 0 443 NPIBCC935.local SRV, cache flush 0 0 8080 NPIBCC935.local A, cache flush 203.153.148.43 AAAA, cache flush fe80::fe3f:dbff:febc:c935 NSEC, cache flush \354\203\210\355\236\230\352\264\200101._ipps._tcp.local NSEC, cache flush \354\203\210\355\236\230\352\264\200101._uscan._tcp.local NSEC, cache flush NPIBCC935.local"
19969,595.592049,fe80::cad9:d2ff:feb1:5c18,ff02::fb,MDNS,987,"Standard query response 0x0000 TXT, cache flush SRV, cache flush 0 0 631 NPIB15C18.local A, cache flush 203.153.147.54 AAAA, cache flush fe80::cad9:d2ff:feb1:5c18 NSEC, cache flush HP Color LaserJet MFP M281fdn (B15C18)._ipps._tcp.local NSEC, cache flush NPIB15C18.local"
19970,595.592315,fe80::3664:a9ff:fe6d:5aff,ff02::fb,MDNS,137,"Standard query response 0x0000 AAAA, cache flush fe80::3664:a9ff:fe6d:5aff NSEC, cache flush NPI6D5AFF.local"
19971,595.592631,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,109,"Standard query 0x0000 SRV \354\203\210\355\236\230\352\264\200101._ipps._tcp.local, ""QM"" question"
19972,595.593627,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,109,"Standard query 0x0000 SRV \354\203\210\355\236\230\352\264\200101._ipps._tcp.local, ""QM"" question"
19973,595.594134,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,109,"Standard query 0x0000 TXT \354\203\210\355\236\230\352\264\200101._ipps._tcp.local, ""QM"" question"
19974,595.594937,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,109,"Standard query 0x0000 TXT \354\203\210\355\236\230\352\264\200101._ipps._tcp.local, ""QM"" question"
19975,595.5957,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,135,"Standard query 0x0000 SRV HP Color LaserJet MFP M281fdw (BF0B80)._ipps._tcp.local, ""QM"" question"
19976,595.596374,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,135,"Standard query 0x0000 SRV HP Color LaserJet MFP M281fdw (BF0B80)._ipps._tcp.local, ""QM"" question"
19977,595.59701,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,135,"Standard query 0x0000 TXT HP Color LaserJet MFP M281fdw (BF0B80)._ipps._tcp.local, ""QM"" question"
19978,595.597533,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,135,"Standard query 0x0000 TXT HP Color LaserJet MFP M281fdw (BF0B80)._ipps._tcp.local, ""QM"" question"
19979,595.597975,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,135,"Standard query 0x0000 SRV HP Color LaserJet MFP M281fdn (B15C18)._ipps._tcp.local, ""QM"" question"
19980,595.598702,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,135,"Standard query 0x0000 SRV HP Color LaserJet MFP M281fdn (B15C18)._ipps._tcp.local, ""QM"" question"
19981,595.599357,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,135,"Standard query 0x0000 TXT HP Color LaserJet MFP M281fdn (B15C18)._ipps._tcp.local, ""QM"" question"
19982,595.615908,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,284,"Standard query 0x002c PTR _alljoyn._tcp.local, ""QU"" question PTR _alljoyn._udp.local, ""QU"" question TXT TXT"
19983,595.616791,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,299,"Standard query 0x002d PTR _alljoyn._tcp.local, ""QU"" question PTR _alljoyn._udp.local, ""QU"" question TXT TXT"
19984,595.649618,fe80::b25c:daff:fe65:186f,ff02::fb,MDNS,1500,"Standard query response 0x0000 TXT, cache flush TXT, cache flush SRV, cache flush 0 0 631 NPI65186F.local SRV, cache flush 0 0 631 NPI65186F.local SRV, cache flush 0 0 8080 NPI65186F.local A, cache flush 203.252.195.111 AAAA, cache flush fe80::b25c:daff:fe65:186f NSEC, cache flush HP Color LaserJet MFP M283fdw (65186F)._ipp._tcp.local NSEC, cache flush HP Color LaserJet MFP M283fdw (65186F)._ipps._tcp.local"
19985,595.650341,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,135,"Standard query 0x0000 SRV HP Color LaserJet MFP M283fdw (65186F)._ipps._tcp.local, ""QM"" question"
19986,595.650864,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,135,"Standard query 0x0000 SRV HP Color LaserJet MFP M283fdw (65186F)._ipps._tcp.local, ""QM"" question"
19987,595.651651,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,135,"Standard query 0x0000 TXT HP Color LaserJet MFP M283fdw (65186F)._ipps._tcp.local, ""QM"" question"
19988,595.652174,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,135,"Standard query 0x0000 TXT HP Color LaserJet MFP M283fdw (65186F)._ipps._tcp.local, ""QM"" question"
19989,595.662326,203.153.147.105,224.0.0.251,MDNS,1422,"Standard query response 0x0000 TXT, cache flush TXT, cache flush SRV, cache flush 0 0 443 NPI3E7C1D.local A, cache flush 203.153.147.105 AAAA, cache flush fe80::b20c:d1ff:fe3e:7c1d NSEC, cache flush HP Color LaserJet MFP M477fdw (3E7C1D)._ipps._tcp.local NSEC, cache flush HP Color LaserJet MFP M477fdw (3E7C1D)._uscan._tcp.local NSEC, cache flush NPI3E7C1D.local"
19990,595.663316,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,135,"Standard query 0x0000 SRV HP Color LaserJet MFP M477fdw (3E7C1D)._ipps._tcp.local, ""QM"" question"
19991,595.66384,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,135,"Standard query 0x0000 SRV HP Color LaserJet MFP M477fdw (3E7C1D)._ipps._tcp.local, ""QM"" question"
19992,595.664364,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,135,"Standard query 0x0000 TXT HP Color LaserJet MFP M477fdw (3E7C1D)._ipps._tcp.local, ""QM"" question"
19993,595.66515,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,135,"Standard query 0x0000 TXT HP Color LaserJet MFP M477fdw (3E7C1D)._ipps._tcp.local, ""QM"" question"
19994,595.715494,fe80::8669:93ff:fe8e:6b82,ff02::fb,MDNS,898,"Standard query response 0x0000 TXT, cache flush SRV, cache flush 0 0 443 npi8e6b82.local A, cache flush 192.168.153.156 AAAA, cache flush fe80::8669:93ff:fe8e:6b82 NSEC, cache flush HP LaserJet Pro M501dn (8E6B82)._ipps._tcp.local NSEC, cache flush npi8e6b82.local"
19995,595.716538,fe80::b20c:d1ff:fe3e:7c0c,ff02::fb,MDNS,1449,"Standard query response 0x0000 TXT, cache flush TXT, cache flush SRV, cache flush 0 0 443 NPI3E7C0C.local SRV, cache flush 0 0 8080 NPI3E7C0C.local A, cache flush 203.153.148.12 AAAA, cache flush fe80::b20c:d1ff:fe3e:7c0c NSEC, cache flush HP Color LaserJet MFP M477fdw (3E7C0C)._ipps._tcp.local NSEC, cache flush HP Color LaserJet MFP M477fdw (3E7C0C)._uscan._tcp.local NSEC, cache flush NPI3E7C0C.local"
19996,595.716538,fe80::8669:93ff:fef9:caf8,ff02::fb,MDNS,945,"Standard query response 0x0000 TXT, cache flush SRV, cache flush 0 0 631 NPIF9CAF8.local A, cache flush 203.153.148.9 AAAA, cache flush fe80::8669:93ff:fef9:caf8 NSEC, cache flush HP Color LaserJet M255dw (F9CAF8)._ipps._tcp.local NSEC, cache flush NPIF9CAF8.local"
19997,595.716619,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,128,"Standard query 0x0000 SRV HP LaserJet Pro M501dn (8E6B82)._ipps._tcp.local, ""QM"" question"
19998,595.717453,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,128,"Standard query 0x0000 SRV HP LaserJet Pro M501dn (8E6B82)._ipps._tcp.local, ""QM"" question"
19999,595.71811,fe80::5a20:b1ff:fef3:5334,ff02::fb,MDNS,971,"Standard query response 0x0000 TXT, cache flush SRV, cache flush 0 0 631 HP5820B1F35334.local SRV, cache flush 0 0 443 HP5820B1F35334.local A, cache flush 203.153.146.43 AAAA, cache flush fe80::5a20:b1ff:fef3:5334 NSEC, cache flush HP PageWide Pro 477dw MFP [F35334]._ipps._tcp.local NSEC, cache flush HP5820B1F35334.local NSEC, cache flush HP PageWide Pro 477dw MFP [F35334]._ipp._tcp.local"
20000,595.71811,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,128,"Standard query 0x0000 TXT HP LaserJet Pro M501dn (8E6B82)._ipps._tcp.local, ""QM"" question"
20001,595.719023,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,128,"Standard query 0x0000 TXT HP LaserJet Pro M501dn (8E6B82)._ipps._tcp.local, ""QM"" question"
20002,595.719679,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,131,"Standard query 0x0000 SRV HP PageWide Pro 477dw MFP [F35334]._ipps._tcp.local, ""QM"" question"
20003,595.720333,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,131,"Standard query 0x0000 SRV HP PageWide Pro 477dw MFP [F35334]._ipps._tcp.local, ""QM"" question"
20004,595.721118,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,131,"Standard query 0x0000 TXT HP PageWide Pro 477dw MFP [F35334]._ipps._tcp.local, ""QM"" question"
20005,595.721643,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,131,"Standard query 0x0000 TXT HP PageWide Pro 477dw MFP [F35334]._ipps._tcp.local, ""QM"" question"
20006,595.72513,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,284,"Standard query 0x002c PTR _alljoyn._tcp.local, ""QU"" question PTR _alljoyn._udp.local, ""QU"" question TXT TXT"
20007,595.72513,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,135,"Standard query 0x0000 TXT HP Color LaserJet MFP M477fdw (3E7C0C)._ipps._tcp.local, ""QM"" question"
20008,595.725581,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,135,"Standard query 0x0000 TXT HP Color LaserJet MFP M477fdw (3E7C0C)._ipps._tcp.local, ""QM"" question"
20009,595.725975,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,299,"Standard query 0x002d PTR _alljoyn._tcp.local, ""QU"" question PTR _alljoyn._udp.local, ""QU"" question TXT TXT"
20010,595.725975,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,130,"Standard query 0x0000 SRV HP Color LaserJet M255dw (F9CAF8)._ipps._tcp.local, ""QM"" question"
20011,595.726888,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,130,"Standard query 0x0000 SRV HP Color LaserJet M255dw (F9CAF8)._ipps._tcp.local, ""QM"" question"
20012,595.737124,ExtremeNetwo_9a:57:87,Broadcast,ARP,60,Who has 203.153.147.8? Tell 203.153.147.235
20013,595.754284,fe80::4aba:4eff:fe39:b521,ff02::fb,MDNS,931,"Standard query response 0x0000 TXT, cache flush SRV, cache flush 0 0 631 npi39b521.local A, cache flush 192.168.153.225 AAAA, cache flush fe80::4aba:4eff:fe39:b521 NSEC, cache flush HP LaserJet MFP M227fdw (39B521)._ipps._tcp.local NSEC, cache flush npi39b521.local"
20014,595.754944,fe80::cad9:d2ff:feb1:3c75,ff02::fb,MDNS,965,"Standard query response 0x0000 TXT, cache flush SRV, cache flush 0 0 631 NPIB13C75.local A, cache flush 203.252.195.7 AAAA, cache flush fe80::cad9:d2ff:feb1:3c75 NSEC, cache flush HP Color LaserJet MFP M281fdn (B13C75)._ipps._tcp.local NSEC, cache flush NPIB13C75.local"
20015,595.754944,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,129,"Standard query 0x0000 SRV HP LaserJet MFP M227fdw (39B521)._ipps._tcp.local, ""QM"" question"
20016,595.755726,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,129,"Standard query 0x0000 SRV HP LaserJet MFP M227fdw (39B521)._ipps._tcp.local, ""QM"" question"
20017,595.756509,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,129,"Standard query 0x0000 TXT HP LaserJet MFP M227fdw (39B521)._ipps._tcp.local, ""QM"" question"
20018,595.757169,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,129,"Standard query 0x0000 TXT HP LaserJet MFP M227fdw (39B521)._ipps._tcp.local, ""QM"" question"
20019,595.757691,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,135,"Standard query 0x0000 SRV HP Color LaserJet MFP M281fdn (B13C75)._ipps._tcp.local, ""QM"" question"
20020,595.758346,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,135,"Standard query 0x0000 SRV HP Color LaserJet MFP M281fdn (B13C75)._ipps._tcp.local, ""QM"" question"
20021,595.759001,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,135,"Standard query 0x0000 TXT HP Color LaserJet MFP M281fdn (B13C75)._ipps._tcp.local, ""QM"" question"
20022,595.759787,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,135,"Standard query 0x0000 TXT HP Color LaserJet MFP M281fdn (B13C75)._ipps._tcp.local, ""QM"" question"
20023,595.80174,fe80::cad9:d2ff:feb1:3c73,ff02::fb,MDNS,965,"Standard query response 0x0000 TXT, cache flush SRV, cache flush 0 0 631 npib13c73.local A, cache flush 192.168.153.245 AAAA, cache flush fe80::cad9:d2ff:feb1:3c73 NSEC, cache flush HP Color LaserJet MFP M281fdn (B13C73)._ipps._tcp.local NSEC, cache flush npib13c73.local"
20024,595.803304,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,135,"Standard query 0x0000 SRV HP Color LaserJet MFP M281fdn (B13C73)._ipps._tcp.local, ""QM"" question"
20025,595.803956,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,135,"Standard query 0x0000 SRV HP Color LaserJet MFP M281fdn (B13C73)._ipps._tcp.local, ""QM"" question"
20026,595.804744,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,135,"Standard query 0x0000 TXT HP Color LaserJet MFP M281fdn (B13C73)._ipps._tcp.local, ""QM"" question"
20027,595.805269,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,135,"Standard query 0x0000 TXT HP Color LaserJet MFP M281fdn (B13C73)._ipps._tcp.local, ""QM"" question"
20028,595.878348,fe80::2984:9987:c6bd:d0f4,ff02::c,UDP,686,55653  >  3702 Len=624
20029,595.883694,SamsungElect_89:04:5c,Broadcast,ARP,60,Who has 203.153.147.150? Tell 203.153.147.91
20030,596.345982,ASUSTekCOMPU_c5:d1:91,Broadcast,ARP,60,Who has 203.153.147.78? Tell 203.153.147.19
20031,596.354296,HongRuiOptic_0a:3b:ee,Broadcast,RLDP,60,Network Loop Detection
20032,596.430387,fe80::2984:9987:c6bd:d0f4,ff02::c,UDP,686,55653  >  3702 Len=624
20033,596.446376,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,95,"Standard query 0x0000 PTR _ipp._tcp.local, ""QM"" question"
20034,596.462228,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,134,"Standard query 0x0000 SRV HP Color LaserJet MFP M283fdw (65186F)._ipp._tcp.local, ""QM"" question"
20035,596.462855,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,135,"Standard query 0x0000 SRV HP Color LaserJet MFP M283fdw (65186F)._ipps._tcp.local, ""QM"" question"
20036,596.463503,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,135,"Standard query 0x0000 SRV HP Color LaserJet MFP M477fdw (3E7C1D)._ipps._tcp.local, ""QM"" question"
20037,596.464158,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,135,"Standard query 0x0000 TXT HP Color LaserJet MFP M283fdw (65186F)._ipps._tcp.local, ""QM"" question"
20038,596.465076,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,136,"Standard query 0x0000 TXT HP Color LaserJet MFP M477fdw (3E7C1D)._uscan._tcp.local, ""QM"" question"
20039,596.4656,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,135,"Standard query 0x0000 TXT HP Color LaserJet MFP M283fdw (65186F)._ipps._tcp.local, ""QM"" question"
20040,596.466256,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,136,"Standard query 0x0000 TXT HP Color LaserJet MFP M283fdw (65186F)._uscan._tcp.local, ""QM"" question"
20041,596.466256,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,95,"Standard query 0x0000 PTR _ipp._tcp.local, ""QM"" question"
20042,596.467172,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,96,"Standard query 0x0000 PTR _ipps._tcp.local, ""QM"" question"
20043,596.467697,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,136,"Standard query 0x0000 TXT HP Color LaserJet MFP M283fdw (65186F)._uscan._tcp.local, ""QM"" question"
20044,596.473694,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,136,"Standard query 0x0000 SRV HP Color LaserJet MFP M283fdw (65186F)._uscan._tcp.local, ""QM"" question"
20045,596.473694,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,136,"Standard query 0x0000 SRV HP Color LaserJet MFP M283fdw (65186F)._uscan._tcp.local, ""QM"" question"
20046,596.474668,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,137,"Standard query 0x0000 TXT HP Color LaserJet MFP M283fdw (65186F)._uscans._tcp.local, ""QM"" question"
20047,596.476397,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,114,"Standard query 0x0000 SRV EPSON L8160 Series._ipp._tcp.local, ""QM"" question"
20048,596.476926,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,137,"Standard query 0x0000 SRV HP Color LaserJet MFP M283fdw (65186F)._uscans._tcp.local, ""QM"" question"
20049,596.477541,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,137,"Standard query 0x0000 TXT HP Color LaserJet MFP M283fdw (65186F)._uscans._tcp.local, ""QM"" question"
20050,596.477681,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,115,"Standard query 0x0000 TXT EPSON L8160 Series._ipps._tcp.local, ""QM"" question"
20051,596.478453,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,115,"Standard query 0x0000 TXT EPSON L8160 Series._ipps._tcp.local, ""QM"" question"
20052,596.483338,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,136,"Standard query 0x0000 TXT HP Color LaserJet MFP M477fdw (3E7C0C)._uscan._tcp.local, ""QM"" question"
20053,596.483481,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,130,"Standard query 0x0000 SRV HP PageWide Pro 477dw MFP [F35334]._ipp._tcp.local, ""QM"" question"
20054,596.48421,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,116,"Standard query 0x0000 TXT EPSON L8160 Series._uscan._tcp.local, ""QM"" question"
20055,596.484747,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,117,"Standard query 0x0000 TXT EPSON L8160 Series._uscans._tcp.local, ""QM"" question"
20056,596.485265,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,134,"Standard query 0x0000 TXT HP Color LaserJet MFP M477fdw (3E7C0C)._ipp._tcp.local, ""QM"" question"
20057,596.485798,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,136,"Standard query 0x0000 TXT HP Color LaserJet MFP M477fdw (3E7C0C)._uscan._tcp.local, ""QM"" question"
20058,596.48631,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,136,"Standard query 0x0000 SRV HP Color LaserJet MFP M477fdw (3E7C0C)._uscan._tcp.local, ""QM"" question"
20059,596.4867,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,115,"Standard query 0x0000 SRV EPSON L8160 Series._ipps._tcp.local, ""QM"" question"
20060,596.493014,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,131,"Standard query 0x0000 SRV HP PageWide Pro 477dw MFP [F35334]._ipps._tcp.local, ""QM"" question"
20061,596.493518,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,132,"Standard query 0x0000 TXT HP PageWide Pro 477dw MFP [F35334]._uscan._tcp.local, ""QM"" question"
20062,596.493609,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,108,"Standard query 0x0000 SRV \354\203\210\355\236\230\352\264\200101._ipp._tcp.local, ""QM"" question"
20063,596.494444,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,108,"Standard query 0x0000 TXT \354\203\210\355\236\230\352\264\200101._ipp._tcp.local, ""QM"" question"
20064,596.494827,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,109,"Standard query 0x0000 SRV \354\203\210\355\236\230\352\264\200101._ipps._tcp.local, ""QM"" question"
20065,596.495351,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,110,"Standard query 0x0000 SRV \354\203\210\355\236\230\352\264\200101._uscan._tcp.local, ""QM"" question"
20066,596.495876,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,110,"Standard query 0x0000 TXT \354\203\210\355\236\230\352\264\200101._uscan._tcp.local, ""QM"" question"
20067,596.4964,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,134,"Standard query 0x0000 SRV HP Color LaserJet MFP M283fdw (65186F)._ipp._tcp.local, ""QM"" question"
20068,596.496924,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,135,"Standard query 0x0000 TXT HP Color LaserJet MFP M283fdw (65186F)._ipps._tcp.local, ""QM"" question"
20069,596.502975,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,132,"Standard query 0x0000 TXT HP PageWide Pro 477dw MFP [F35334]._uscan._tcp.local, ""QM"" question"
20070,596.503478,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,110,"Standard query 0x0000 TXT \354\203\210\355\236\230\352\264\200101._uscan._tcp.local, ""QM"" question"
20071,596.504008,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,108,"Standard query 0x0000 TXT \354\203\210\355\236\230\352\264\200101._ipp._tcp.local, ""QM"" question"
20072,596.506785,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,136,"Standard query 0x0000 TXT HP Color LaserJet MFP M283fdw (65186F)._uscan._tcp.local, ""QM"" question"
20073,596.507412,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,135,"Standard query 0x0000 SRV HP Color LaserJet MFP M281fdn (B15C18)._ipps._tcp.local, ""QM"" question"
20074,596.507934,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,135,"Standard query 0x0000 SRV HP Color LaserJet MFP M281fdn (B15C18)._ipps._tcp.local, ""QM"" question"
20075,596.508528,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,130,"Standard query 0x0000 SRV HP Color LaserJet M255dw (F9CAF8)._ipps._tcp.local, ""QM"" question"
20076,596.508714,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,135,"Standard query 0x0000 SRV HP Color LaserJet MFP M477fdw (3E7C1D)._ipps._tcp.local, ""QM"" question"
20077,596.509909,HewlettPacka_f3:53:34,Broadcast,ARP,60,Who has 203.252.194.254? Tell 203.153.146.43
20078,596.521326,203.153.147.105,224.0.0.251,MDNS,982,"Standard query response 0x0000 PTR HP Color LaserJet MFP M477fdw (3E7C1D)._ipp._tcp.local TXT, cache flush A, cache flush 203.153.147.105 AAAA, cache flush fe80::b20c:d1ff:fe3e:7c1d SRV, cache flush 0 0 631 NPI3E7C1D.local NSEC, cache flush HP Color LaserJet MFP M477fdw (3E7C1D)._ipp._tcp.local NSEC, cache flush NPI3E7C1D.local"
20079,596.521326,fe80::b20c:d1ff:fe3e:7c1d,ff02::fb,MDNS,1002,"Standard query response 0x0000 PTR HP Color LaserJet MFP M477fdw (3E7C1D)._ipp._tcp.local TXT, cache flush A, cache flush 203.153.147.105 AAAA, cache flush fe80::b20c:d1ff:fe3e:7c1d SRV, cache flush 0 0 631 NPI3E7C1D.local NSEC, cache flush HP Color LaserJet MFP M477fdw (3E7C1D)._ipp._tcp.local NSEC, cache flush NPI3E7C1D.local"
20080,596.522239,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,131,"Standard query 0x0000 SRV HP PageWide Pro 477dw MFP [F35334]._ipps._tcp.local, ""QM"" question"
20081,596.52233,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,129,"Standard query 0x0000 SRV HP LaserJet MFP M227fdw (39B521)._ipps._tcp.local, ""QM"" question"
20082,596.523274,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,129,"Standard query 0x0000 SRV HP LaserJet MFP M227fdw (39B521)._ipps._tcp.local, ""QM"" question"
20083,596.523802,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,135,"Standard query 0x0000 TXT HP Color LaserJet MFP M283fdw (65186F)._ipps._tcp.local, ""QM"" question"
20084,596.524345,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,135,"Standard query 0x0000 SRV HP Color LaserJet MFP M477fdw (3E7C0C)._ipps._tcp.local, ""QM"" question"
20085,596.524494,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,135,"Standard query 0x0000 SRV HP Color LaserJet MFP M283fdw (65186F)._ipps._tcp.local, ""QM"" question"
20086,596.525371,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,131,"Standard query 0x0000 SRV HP PageWide Pro 477dw MFP [F35334]._ipps._tcp.local, ""QM"" question"
20087,596.525611,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,135,"Standard query 0x0000 SRV HP Color LaserJet MFP M283fdw (65186F)._ipps._tcp.local, ""QM"" question"
20088,596.537828,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,135,"Standard query 0x0000 TXT HP Color LaserJet MFP M283fdw (65186F)._ipps._tcp.local, ""QM"" question"
20089,596.538472,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,135,"Standard query 0x0000 SRV HP Color LaserJet MFP M281fdn (B13C75)._ipps._tcp.local, ""QM"" question"
20090,596.539123,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,109,"Standard query 0x0000 SRV \354\203\210\355\236\230\352\264\200101._ipps._tcp.local, ""QM"" question"
20091,596.539648,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,135,"Standard query 0x0000 SRV HP Color LaserJet MFP M281fdw (BF0B80)._ipps._tcp.local, ""QM"" question"
20092,596.540302,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,135,"Standard query 0x0000 TXT HP Color LaserJet MFP M281fdw (BF0B80)._ipps._tcp.local, ""QM"" question"
20093,596.540826,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,128,"Standard query 0x0000 SRV HP LaserJet Pro M501dn (8E6B82)._ipps._tcp.local, ""QM"" question"
20094,596.541481,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,135,"Standard query 0x0000 SRV HP Color LaserJet MFP M477fdw (3E7C0C)._ipps._tcp.local, ""QM"" question"
20095,596.542136,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,109,"Standard query 0x0000 SRV \354\203\210\355\236\230\352\264\200101._ipps._tcp.local, ""QM"" question"
20096,596.543186,fe80::2984:9987:c6bd:d0f4,ff02::fb,MDNS,128,"Standard query 0x0000 SRV HP LaserJet Pro M501dn (8E6B82)._ipps._tcp.local, ""QM"" question"
